年,月,日,时,实际直调负荷,实际联络线受电负荷,实际风电总加,实际光伏总加,实际非市场化核电总加,实际自备机组总加,实际地方电厂发电总加,实际抽蓄,实际火力发电,日前直调负荷,日前联络线受电负荷,日前风电总加,日前光伏总加,日前非市场化核电总加,日前自备机组总加,日前地方电厂发电总加,日前火力发电,现货价格,日前价格,价格差值,直调负荷差值,联络线受电负荷差值,风电总加差值,光伏总加差值,非市场化核电总加差值,自备机组总加差值,地方电厂发电总加差值,火力发电差值,价格差值预测（现货价格-日前价格）,日前价格预测
2025,4,12,16,224961.949,75158.0533,56753.5,16282.36,6511.88283,14565.07895,28005.2698,-6.97,27692.77412,242589.52,75763,73912,24183.17,6664,17320,27600,17147.35,-67.1,105.62,-172.72,-17627.571,-604.9467,-17158.5,-7900.81,-152.11717,-2754.92105,405.2698,10545.42412,-172.72,119.95
2025,4,12,17,246322.158,78972.56213,77129.23,7137.38,6520.363125,15011.01626,28385.2548,-6.95,33173.30169,259321.34,79037,75699.11,7918.88,6664,17490,27600,44912.35,120.59,338.91,-218.32,-12999.182,-64.43787,1430.12,-781.5,-143.636875,-2478.98374,785.2548,-11739.04831,-218.32,339.81
2025,4,12,18,261287.035,78823.11351,87759.27,526.4,6514.107846,15018.39701,28496.0986,1955.9,42193.74803,272586.87,77927,76253.22,630.75,6664,17500,27600,66011.9,-45.66,364.48,-410.14,-11299.835,896.11351,11506.05,-104.35,-149.892154,-2481.60299,896.0986,-23818.15197,-410.14,359.43
2025,4,12,19,260918.207,78643.26993,87963.73,-49.51,6527.906355,15101.42609,28462.68,1766.66,42502.04463,269754.34,77634,76364.69,88.27,6664,17500,27600,63903.38,-42.09,351.6,-393.69,-8836.133,1009.26993,11599.04,-137.78,-136.093645,-2398.57391,862.68,-21401.33537,-393.69,342.02
2025,4,12,20,256118.061,75705.56576,86805.64,-46.71,6528.372845,15086.53688,28501.5208,3004.14,40532.99471,265650.81,74776,77126.58,87.48,6664,17500,27600,61896.75,-68.22,351.6,-419.82,-9532.749,929.56576,9679.06,-134.19,-135.627155,-2413.46312,901.5208,-21363.75529,-419.82,353.46
2025,4,12,21,247750.33,69700.2188,85786.19,-46.28,6527.587215,15132.96844,28411.9123,3895.1,38342.63325,256781.75,70529,78013.41,87.48,6664,17500,27600,56387.86,-77.05,349.74,-426.79,-9031.42,-828.7812,7772.78,-133.76,-136.412785,-2367.03156,811.9123,-18045.22675,-426.79,348.43
2025,4,12,22,240682.044,65036.96797,84610.82,-46.41,6526.793386,15160.01832,28161.2923,3859.72,37372.84202,247501.28,64182,78526.64,87.48,6664,17500,27600,52941.16,-29.02,351.6,-380.62,-6819.236,854.96797,6084.18,-133.89,-137.206614,-2339.98168,561.2923,-15568.31798,-380.62,343.5
2025,4,12,23,228637.519,56266.31097,83460.53,-46.3,6531.628715,15183.31018,27976.0109,2670.41,36595.61824,234402.89,56842,78249.22,87.48,6664,17500,27600,47460.19,-80,320.3,-400.3,-5765.371,-575.68903,5211.31,-133.78,-132.371285,-2316.68982,376.0109,-10864.57176,-400.3,312.02
2025,4,13,0,220520.134,56425.03564,82034.71,-46.22,6527.374125,15153.77621,27851.8709,-7.47,32581.05713,221252.4,58930,78752.01,87.48,6736,17260,27600,31886.91,-80,40.56,-120.56,-732.266,-2504.96436,3282.7,-133.7,-208.625875,-2106.22379,251.8709,694.14713,-120.56,73.93
2025,4,13,1,215538.696,56349.23687,81225.59,-46.52,6539.66429,15166.90837,27886.5798,-6.98,28424.21667,215418.83,57352,77494.95,87.48,6736,17260,27600,28888.4,-80,-18.75,-61.25,119.866,-1002.76313,3730.64,-134,-196.33571,-2093.09163,286.5798,-464.18333,-61.25,13.52
2025,4,13,2,212192.624,55449.1206,80445.27,-46.64,6525.45442,15188.62177,27986.2627,-15.69,26660.22451,210740.86,55721,76567.92,87.48,6736,17260,27600,26768.46,-80,-31.65,-48.35,1451.764,-271.8794,3877.35,-134.12,-210.54558,-2071.37823,386.2627,-108.23549,-48.35,-11.81
2025,4,13,3,210666.927,56114.5737,78933.81,-47.4,6528.59764,15202.83771,28012.5301,-16.38,25938.35785,208323.94,55593,75901.27,87.48,6736,17260,27600,25146.19,-80,-30.52,-49.48,2342.987,521.5737,3032.54,-134.88,-207.40236,-2057.16229,412.5301,792.16785,-49.48,-1.88
2025,4,13,4,212710.237,55594.7395,76108.71,-47.24,6534.82051,15178.97264,27935.2786,143.15,31261.80575,210617.63,55496,75297.11,87.48,6736,17260,27600,28141.04,-43.21,43.72,-86.93,2092.607,98.7395,811.6,-134.72,-201.17949,-2081.02736,335.2786,3120.76575,-86.93,60.91
2025,4,13,5,221436.413,58518.4025,73755.64,508.56,6539.341026,15143.01569,27942.2943,1664.21,37364.94948,217832.17,58246,74708.24,623.2,6736,17260,27600,32658.73,152.06,58.8,93.26,3604.243,272.4025,-952.6,-114.64,-196.658974,-2116.98431,342.2943,4706.21948,93.26,71.16
2025,4,13,6,223550.659,61718.7442,75389.39,8642.74,6542.821844,15022.51722,28021.5913,-1409.85,29622.70444,224136.02,62624,73638.53,8848.71,6736,17210,27600,27478.78,114.85,-10.69,125.54,-585.361,-905.2558,1750.86,-205.97,-193.178156,-2187.48278,421.5913,2143.92444,125.54,29.05
2025,4,13,7,212708.495,64644.7953,62188.74,22894.17,6546.32578,14619.15337,27726.2001,-4306.38,18395.49046,222269.95,64869,71042.41,27588.85,6736,17000,27600,7433.69,-80,-80,0,-9561.455,-224.2047,-8853.67,-4694.68,-189.67422,-2380.84663,126.2001,10961.80046,0,-23
2025,4,13,8,197397.521,72305.564,27698.85,29991.95,6545.405785,13612.20171,27615.5629,-1609.68,21237.66661,213318.55,71615,67525.36,47639.99,6736,16090,27600,-23887.8,-80,-80,0,-15921.029,690.564,-39826.51,-17648.04,-190.594215,-2477.79829,15.5629,45125.46661,0,-54.89
2025,4,13,9,175200.573,78866.3949,13371.41,14175.08,6544.968156,13001.02664,27480.9026,-1072.03,22832.82071,198539.88,78002,65987.9,62425.01,6736,15540,27600,-57751.03,-80,-80,0,-23339.307,864.3949,-52616.49,-48249.93,-191.031844,-2538.97336,-119.0974,80583.85071,0,-65.28
2025,4,13,10,168190.875,78921.66602,8822.38,12629.65,6540.63109,12896.78852,27238.3061,-1080.35,22221.80327,192960.84,78526,66216.49,70427.22,6736,15540,27600,-72084.87,-80,-80.1,0.1,-24769.965,395.66602,-57394.11,-57797.57,-195.36891,-2643.21148,-361.6939,94306.67327,0.1,-113.35
2025,4,13,11,156580.638,74874.04075,13568.64,16856.34,6544.292304,12645.85723,27156.7576,-3205.02,8139.730116,181522.71,74667,66607.88,72849.47,6736,15540,27600,-82477.64,-80,-83.07,3.07,-24942.072,207.04075,-53039.24,-55993.13,-191.707696,-2894.14277,-443.2424,90617.37012,3.07,-130.31
2025,4,13,12,146016.291,70533.71872,14110.87,17316.38,6543.498116,12582.00306,27203.7161,-4208.38,1934.485002,169247.56,70796,67033.12,70797.92,6736,15540,27600,-89255.48,-80,-86.88,6.88,-23231.269,-262.28128,-52922.25,-53481.54,-192.501884,-2957.99694,-396.2839,91189.965,6.88,-114.45
2025,4,13,13,167227.43,71760.79602,17461.16,20933.92,6542.331194,12576.46174,27261.9624,-4177.48,14868.27864,182583.3,71498,68008.53,64958.97,6736,15540,27600,-71758.2,-83.69,-80.19,-3.5,-15355.87,262.79602,-50547.37,-44025.05,-193.668806,-2963.53826,-338.0376,86626.47864,-3.5,-64.59
2025,4,13,14,189795.802,70516.1566,31420.37,21418.2,6550.25742,12941.81135,27206.3037,-2601.43,22344.13293,194496.79,70556,69502.89,53679.98,6736,15600,27600,-49178.08,-80,-80,0,-4700.988,-39.8434,-38082.52,-32261.78,-185.74258,-2658.18865,-393.6963,71522.21293,0,-66.82
2025,4,13,15,210600.577,72297.40785,43154.67,20248.94,6544.509174,13560.24717,27387.7103,-264.27,27671.36251,209743.31,72911,71950.57,39047.62,6736,16190,27600,-24691.88,-80,-80,0,857.267,-613.59215,-28795.9,-18798.68,-191.490826,-2629.75283,-212.2897,52363.24251,0,-46.41
2025,4,13,16,232176.382,74513.51657,62191.81,15294.76,6548.67919,14651.9615,27705.6873,-7.07,31277.03744,231607.64,75577,74675.91,22922.37,6736,17080,27600,7016.36,28.43,-80,108.43,568.742,-1063.48343,-12484.1,-7627.61,-187.32081,-2428.0385,105.6873,24260.67744,108.43,-52.76
2025,4,13,17,248419.086,79636.51105,70461.81,6455.28,6554.417415,14862.04304,27975.51,-7.15,42480.66449,251887.57,79879,75405.12,7678.12,6736,17250,27600,37339.33,328.55,311.94,16.61,-3468.484,-242.48895,-4943.31,-1222.84,-181.582585,-2387.95696,375.51,5141.33449,16.61,307.86
2025,4,13,18,261582.056,78710.49545,66846.16,450.79,6549.74424,14977.9042,28048.5473,2955.84,63042.57481,267459.41,79846,73020.59,646.44,6736,17260,27600,62350.38,410.2,392.5,17.7,-5877.354,-1135.50455,-6174.43,-195.65,-186.25576,-2282.0958,448.5473,692.19481,17.7,380.69
2025,4,13,19,262915.102,78434.15084,59044.69,-55.67,6554.951685,15039.0044,28141.0766,3501.53,72255.36848,266132.28,77906,69199.55,89.02,6736,17260,27600,67341.71,435.87,388,47.87,-3217.178,528.15084,-10154.86,-144.69,-181.048315,-2220.9956,541.0766,4913.65848,47.87,395.06
2025,4,13,20,261282.25,76459.66059,57532.47,-54.05,6555.359415,15041.19036,27942.0191,3473.54,74332.06053,262612.97,76462,66610.39,87.48,6736,17260,27600,67857.1,503.29,388,115.29,-1330.72,-2.33941,-9077.92,-141.53,-180.640585,-2218.80964,342.0191,6474.96053,115.29,391.53
2025,4,13,21,250345.266,71881.92335,57656.83,-53.76,6556.93062,15072.93695,27949.4185,3227.43,68053.55658,253415.95,71846,66331.87,87.48,6736,17260,27600,63554.6,524.18,388.01,136.17,-3070.684,35.92335,-8675.04,-141.24,-179.06938,-2187.06305,349.4185,4498.95658,136.17,407.37
2025,4,13,22,238874.57,67034.72437,54821.71,-53.92,6557.10697,15051.85861,27833.838,1986.69,65642.56205,242268.47,66797,68086.85,87.48,6736,17260,27600,55701.14,438.14,388,50.14,-3393.9,237.72437,-13265.14,-141.4,-178.89303,-2208.14139,233.838,9941.42205,50.14,402.58
2025,4,13,23,226021.07,59156.00735,54960.08,-54.12,6555.22741,15028.48098,27794.1455,635.57,61945.67876,228977.97,58984,71025.46,87.48,6736,17260,27600,47285.03,477.01,351.57,125.44,-2956.9,172.00735,-16065.38,-141.6,-180.77259,-2231.51902,194.1455,14660.64876,125.44,367.19
2025,4,14,0,218388.196,58892.20984,60439.06,-53.4,6558.381856,15010.84268,27714.2387,-20.35,49847.21292,219169.23,59232,65612.11,87.48,6736,17260,27600,42641.64,413.05,300.32,112.73,-781.034,-339.79016,-5173.05,-140.88,-177.618144,-2249.15732,114.2387,7205.57292,112.73,273.56
2025,4,14,1,213741.963,56959.4176,67557.3,-53.37,6563.176106,14977.97785,27537.1152,-1625.8,41826.14625,214497.27,57456,68472.88,87.48,6736,17260,27600,36884.91,360.13,263.49,96.64,-755.307,-496.5824,-915.58,-140.85,-172.823894,-2282.02215,-62.8848,4941.23625,96.64,226.12
2025,4,14,2,210453.3,55712.9991,76827.79,-53.55,6563.220694,15001.71031,27421.8642,-2436.87,31416.1357,210619.94,55723,71018.7,87.48,6736,17260,27600,32194.76,100.17,119.61,-19.44,-166.64,-10.0009,5809.09,-141.03,-172.779306,-2258.28969,-178.1358,-778.6243,-19.44,95.95
2025,4,14,3,209410.897,55786.4685,80299.11,-53.15,6574.167154,14978.7252,27324.4039,-1096.08,25597.25225,209278.57,55597,73369.45,87.48,6736,17260,27600,28628.64,-80,-8.47,-71.53,132.327,189.4685,6929.66,-140.63,-161.832846,-2281.2748,-275.5961,-3031.38775,-71.53,-6.67
2025,4,14,4,213286.472,55509.9501,81251.16,-53.6,6560.00535,14909.41895,27219.1014,-2138.51,30028.9462,212802.78,55496,75011.78,87.48,6736,17260,27600,30611.52,-44.8,-80,35.2,483.692,13.9501,6239.38,-141.08,-175.99465,-2350.58105,-380.8986,-582.5738,35.2,-34.58
2025,4,14,5,226275.069,58452.7239,83583.64,453.25,6566.394231,14885.49347,27205.608,411.16,34716.7994,225974.3,58493,76080.33,504.43,6736,17260,27600,39300.54,134.74,61.42,73.32,300.769,-40.2761,7503.31,-51.18,-169.605769,-2374.50653,-394.392,-4583.7406,73.32,84.15
2025,4,14,6,239817.21,63809.9549,83915.7,8082.56,6558.374342,14939.59118,27219.6826,2551.11,32740.23698,240669.71,63829,76684.08,7127.07,6736,17210,27600,41483.56,-29.95,127.53,-157.48,-852.5,-19.0451,7231.62,955.49,-177.625658,-2270.40882,-380.3174,-8743.32302,-157.48,147.37
2025,4,14,7,231873.433,67908.3653,79651.25,21446.7,6566.008094,14525.64401,27027.6442,-3897.78,18645.6014,236461.37,67702,75996.34,22560.15,6736,17000,27600,18866.88,-80,-52.52,-27.48,-4587.937,206.3653,3654.91,-1113.45,-169.991906,-2474.35599,-572.3558,-221.2786,-27.48,20.53
2025,4,14,8,222703.296,71866.5301,55477.86,29640.14,6559.985556,13520.94351,26990.2764,-799.68,19447.24043,227564.52,72110,74794.23,40614.4,6736,16090,27600,-10380.11,-78.41,-80.1,1.69,-4861.224,-243.4699,-19316.37,-10974.26,-176.014444,-2569.05649,-609.7236,29827.35043,1.69,-19.07
2025,4,14,9,203280.297,80561.2237,23263.76,26408.64,6555.92,12677.73049,26916.7649,-6.89,26903.14791,210831.12,79771,74334.73,55035.13,6736,15540,27600,-48185.74,-79.74,-62.61,-17.13,-7550.823,790.2237,-51070.97,-28626.49,-180.08,-2862.26951,-683.2351,75088.88791,-17.13,-18.05
2025,4,14,10,198442.87,80727.0817,23410.27,21211.1,6564.46483,12474.01392,26797.9231,-7.05,27265.06645,203996.91,80133,73867.91,63959.81,6736,15540,27600,-63839.81,-81.69,-51.56,-30.13,-5554.04,594.0817,-50457.64,-42748.71,-171.53517,-3065.98608,-802.0769,91104.87645,-30.13,-91.07
2025,4,14,11,183088.394,76766.49685,19856.62,20574.68,6554.340859,12438.54609,26589.857,-847.21,21155.0632,190347.66,77202,72420.6,68101.64,6736,15540,27600,-77252.58,-71.73,-15.97,-55.76,-7259.266,-435.50315,-52563.98,-47526.96,-181.659141,-3101.45391,-1010.143,98407.6432,-55.76,-68.28
2025,4,14,12,167181.486,73303.04172,17261.8,19144.94,6560.404131,12636.62829,26626.5184,-4204.57,15852.72346,174907.82,72844,70270.05,68375.9,6736,15540,27600,-86458.13,-57.39,-38.86,-18.53,-7726.334,459.04172,-53008.25,-49230.96,-175.595869,-2903.37171,-973.4816,102310.8535,-18.53,-78.4
2025,4,14,13,182969.102,73870.88698,18801.5,22552.2,6562.775669,12712.98233,26576.3067,-4157.01,26049.46032,187590.8,73748,67185.93,65087.58,6736,15540,27600,-68306.71,-54.43,-63.83,9.4,-4621.698,122.88698,-48384.43,-42535.38,-173.224331,-2827.01767,-1023.6933,94356.17032,9.4,-52.99
2025,4,14,14,196147.66,75167.70507,28253.33,24750.98,6564.948711,12849.58744,26668.0988,-1818.35,23711.35998,200272.36,75026,63207.43,57226.93,6736,15600,27600,-45124,-80,-80.09,0.09,-4124.7,141.70507,-34954.1,-32475.95,-171.051289,-2750.41256,-931.9012,68835.35998,0.09,-66.62
2025,4,14,15,211915.583,73058.88577,37275.95,24404.04,6567.209549,13214.01409,26883.2291,-6.95,30519.20449,215626.71,73688,58235.97,43982.61,6736,16190,27600,-10805.87,-85.1,-80.1,-5,-3711.127,-629.11423,-20960.02,-19578.57,-168.790451,-2975.98591,-716.7709,41325.07449,-5,-53.66
2025,4,14,16,234314.574,79579.16335,43167.41,19603.79,6558.392699,14355.49558,27219.6093,-6.97,43837.68307,238987.04,79923,50876.12,26019.22,6736,17080,27600,30752.7,-19.82,7.76,-27.58,-4672.466,-343.83665,-7708.71,-6415.43,-177.607301,-2724.50442,-380.3907,13084.98307,-27.58,27.58
2025,4,14,17,254048.331,81688.30841,43906.83,8184.03,6559.818632,14728.27427,27713.7758,145.58,71121.71389,258491.29,81767,39296.14,8613.36,6736,17250,27600,77228.79,370.28,472.67,-102.39,-4442.959,-78.69159,4610.69,-429.33,-176.181368,-2521.72573,113.7758,-6107.07611,-102.39,464.94
2025,4,14,18,269632.185,80739.59825,31212.53,617.84,6566.85545,14960.43977,27809.6012,2814.63,104910.6903,272599.33,80971,27913.3,680.49,6736,17260,27600,111438.54,603.68,672.25,-68.57,-2967.145,-231.40175,3299.23,-62.65,-169.14455,-2299.56023,209.6012,-6527.8497,-68.57,637.35
2025,4,14,19,270466.452,80656.433,23653.97,-56.47,6565.614646,15096.07441,27734.5102,3600.04,113216.2797,269956.39,80445,20742,88.83,6736,17260,27600,117084.56,640.11,654.97,-14.86,510.062,211.433,2911.97,-145.3,-170.385354,-2163.92559,134.5102,-3868.2803,-14.86,636.44
2025,4,14,20,266555.07,77972.4647,25236.87,-53.04,6561.129734,15082.55392,27565.617,2148.16,112041.3146,264745.72,77492,17904.97,87.48,6736,17260,27600,117665.27,676.83,654.27,22.56,1809.35,480.4647,7331.9,-140.52,-174.870266,-2177.44608,-34.383,-5623.9554,22.56,625.85
2025,4,14,21,256863.924,73169.9394,26585.14,-52.86,6564.83038,15062.60791,27576.9159,2449.68,105507.6704,256296.46,73114,18510.96,87.48,6736,17260,27600,112988.02,625.39,651.78,-26.39,567.464,55.9394,8074.18,-140.34,-171.16962,-2197.39209,-23.0841,-7480.3496,-26.39,637.61
2025,4,14,22,246900.23,67174.3742,29491.98,-52.71,6554.836571,15084.11405,27465.8602,3553.5,97628.27498,247396.01,67436,21123.62,87.48,6736,17260,27600,107152.91,561.83,650.3,-88.47,-495.78,-261.6258,8368.36,-140.19,-181.163429,-2175.88595,-134.1398,-9524.63502,-88.47,629.82
2025,4,14,23,233775.145,59004.38833,32195.11,-52.94,6562.09525,15090.89352,27451.9345,3236.16,90287.5034,233938.52,59065,24936.81,87.48,6736,17260,27600,98253.23,545.51,606.16,-60.65,-163.375,-60.61167,7258.3,-140.42,-173.90475,-2169.10648,-148.0655,-7965.7266,-60.65,597.71
2025,4,15,0,226198.523,59163.12806,33153.29,-52.73,6555.32996,15092.8945,27323.0225,200.67,84762.91798,224451.87,59232,28385.56,87.48,6736,17260,27400,85350.83,482.14,470.81,11.33,1746.653,-68.87194,4767.73,-140.21,-180.67004,-2167.1055,-76.9775,-587.91202,11.33,478.22
2025,4,15,1,221284.957,57874.44842,35131.12,-53.04,6563.748468,15075.9969,27358.2398,-2168.25,81502.69341,219017.31,57456,32355.78,87.48,6736,17260,27400,77722.05,488.16,443.04,45.12,2267.647,418.44842,2775.34,-140.52,-172.251532,-2184.0031,-41.7602,3780.64341,45.12,444.16
2025,4,15,2,217133.277,55632.95954,35898.53,-52.95,6554.654272,15057.16117,27422.6258,-2157.31,78777.60622,215420.31,55723,34427.61,87.48,6736,17260,27400,73786.22,478,429.51,48.49,1712.967,-90.04046,1470.92,-140.43,-181.345728,-2202.83883,22.6258,4991.38622,48.49,421.19
2025,4,15,3,215499.539,54816.3679,36712.48,-53.16,6559.010894,15082.03279,27331.9742,-275.1,75325.93322,214182.03,55597,34363.06,87.48,6736,17260,27400,72738.49,464.72,406.09,58.63,1317.509,-780.6321,2349.42,-140.64,-176.989106,-2177.96721,-68.0258,2587.44322,58.63,393.11
2025,4,15,4,219172.402,55734.1057,37828.17,-53.19,6564.956215,15086.88212,27336.6565,285.38,76389.44146,217055.47,55496,33161.21,87.48,6736,17260,27400,76914.78,443.11,420.47,22.64,2116.932,238.1057,4666.96,-140.67,-171.043785,-2173.11788,-63.3435,-525.33854,22.64,405.82
2025,4,15,5,232274.125,58216.5573,38583.81,756.23,6556.34555,15184.79287,27459.9775,1778.29,83738.12178,230448.4,58493,30969.02,606.79,6736,17260,27400,88983.59,474.89,480.03,-5.14,1825.725,-276.4427,7614.79,149.44,-179.65445,-2075.20713,59.9775,-5245.46822,-5.14,449.14
2025,4,15,6,240915.325,63950.8111,38698.7,10137.69,6561.327966,15028.48163,27611.7836,1257.04,77669.4907,242274.67,63829,27429.52,9285.94,6736,17210,27400,90384.21,449.7,498.47,-48.77,-1359.345,121.8111,11269.18,851.75,-174.672034,-2181.51837,211.7836,-12714.7193,-48.77,487.72
2025,4,15,7,226258.597,68172.8056,34291.01,31032.55,6564.08636,14661.79679,27226.8405,-1375.38,45684.88775,231223.23,67702,22828.44,28353.17,6736,17000,27400,61203.62,24.28,287.28,-263,-4964.633,470.8056,11462.57,2679.38,-171.91364,-2338.20321,-173.1595,-15518.73225,-263,322.14
2025,4,15,8,213345.644,75250.4977,23931.78,46917.83,6563.524794,13556.75135,26985.1519,-4286.52,24426.62825,215582.55,72110,17471.55,48648.25,6736,16090,27400,27126.75,-85.02,-80,-5.02,-2236.906,3140.4977,6460.23,-1730.42,-172.475206,-2533.24865,-414.8481,-2700.12175,-5.02,11.87
2025,4,15,9,194717.174,79297.32665,10588.52,42136.61,6561.195124,12860.45565,26607.0465,-4264.14,20930.16008,194926.72,79771,13582.53,63948.16,6736,15540,27400,-12050.97,-82.92,-80,-2.92,-209.546,-473.67335,-2994.01,-21811.55,-174.804876,-2679.54435,-792.9535,32981.13008,-2.92,-7.38
2025,4,15,10,188185.939,80265.98898,10071.96,33357.61,6564.54612,12635.01745,26586.7045,-4236.66,22940.77195,186590.56,80133,12903.8,72579.11,6736,15540,27400,-28701.35,-80,-67.8,-12.2,1595.379,132.98898,-2831.84,-39221.5,-171.45388,-2904.98255,-813.2955,51642.12195,-12.2,-108.5
2025,4,15,11,174623.699,76524.69835,8551.81,27260.92,6564.732549,12554.59017,26558.0898,-2108.72,18717.57814,173208.03,77202,14599.53,75842.95,6736,15540,27400,-44112.45,-80,-65.38,-14.62,1415.669,-677.30165,-6047.72,-48582.03,-171.267451,-2985.40983,-841.9102,62830.02814,-14.62,-115.22
2025,4,15,12,160925.126,72812.51296,8315.67,22260.97,6566.554699,12596.55985,26501.6127,-2096.18,13967.42579,159227.77,72844,16832.36,75223.27,6736,15540,27400,-55347.86,-80,-74.41,-5.59,1697.356,-31.48704,-8516.69,-52962.3,-169.445301,-2943.44015,-898.3873,69315.28579,-5.59,-114.89
2025,4,15,13,180563.424,72959.2139,13473.63,25895.66,6560.12656,12498.68428,26552.431,-2085.26,24708.93826,174476.7,73748,18988.9,70960.68,6736,15540,27400,-38896.88,-80,-80,0,6086.724,-788.7861,-5515.27,-45065.02,-175.87344,-3041.31572,-847.569,63605.81826,0,-72.22
2025,4,15,14,200244.161,73257.54034,22133.37,28525.34,6565.311378,12766.02189,26723.1838,-2076.86,32350.25359,189630.17,75026,21369.85,61128.55,6736,15600,27400,-17630.23,-80,-80,0,10613.991,-1768.45966,763.52,-32603.21,-170.688622,-2833.97811,-676.8162,49980.48359,0,-76.46
2025,4,15,15,220248.11,75068.3277,33509.55,30105.88,6564.083635,13279.8601,26729.2546,-774.29,35765.44397,208418.15,73688,24252.99,45361.76,6736,16190,27400,14789.4,-80,-80,0,11829.96,1380.3277,9256.56,-15255.88,-171.916365,-2910.1399,-670.7454,20976.04397,0,-75.49
2025,4,15,16,244039.684,79620.41661,50190.7,18638.22,6558.889293,14439.67881,26766.0243,298,47527.75499,234714.29,79923,27573.46,25628.27,6736,17080,27400,50373.56,270.97,346.96,-75.99,9325.394,-302.58339,22617.24,-6990.05,-177.110707,-2640.32119,-633.9757,-2845.80501,-75.99,323.12
2025,4,15,17,257733.919,82315.0029,54122.05,7149.3,6558.23005,15076.7104,27202.5158,2254.81,63055.29985,256758.79,81767,32461.42,8296.71,6736,17250,27400,82847.66,326.42,444.39,-117.97,975.129,548.0029,21660.63,-1147.41,-177.76995,-2173.2896,-197.4842,-19792.36015,-117.97,429.59
2025,4,15,18,270682.294,81718.86156,54285.98,472.23,6560.97623,15138.09285,27152.6986,3995.5,81357.95476,272966.36,80971,39753.75,675.27,6736,17260,27400,100170.34,344.67,454.17,-109.5,-2284.066,747.86156,14532.23,-203.04,-175.02377,-2121.90715,-247.3014,-18812.38524,-109.5,425.1
2025,4,15,19,269827.68,81113.15614,54562.13,-54.77,6558.803984,15163.85158,27075.4194,3999.34,81409.74889,269781.67,80445,47364.03,87.48,6736,17260,27400,90489.16,373.11,442.75,-69.64,46.01,668.15614,7198.1,-142.25,-177.196016,-2096.14842,-324.5806,-9079.41111,-69.64,420.69
2025,4,15,20,265849.875,78185.41679,55895.43,-52.3,6559.647549,15150.35333,27158.8471,3960.75,78991.73023,264931.48,77492,54180.03,87.48,6736,17260,27400,81775.97,422.17,422.05,0.12,918.395,693.41679,1715.4,-139.78,-176.352451,-2109.64667,-241.1529,-2784.23977,0.12,401.4
2025,4,15,21,257070.191,73088.39423,58194.13,-51.77,6566.721025,15189.3907,27111.5576,3044.49,73927.27745,256815.89,73114,60053.09,87.48,6736,17260,27400,72165.32,393.68,366.51,27.17,254.301,-25.60577,-1858.96,-139.25,-169.278975,-2070.6093,-288.4424,1761.95745,27.17,371.21
2025,4,15,22,246479.895,67006.28321,62328.39,-51.76,6572.97739,15176.85517,27001.7414,1650.92,66794.48783,246293.94,67436,64481.85,87.48,6736,17260,27400,62892.61,375.51,339.56,35.95,185.955,-429.71679,-2153.46,-139.24,-163.02261,-2083.14483,-398.2586,3901.87783,35.95,350.49
2025,4,15,23,233345.371,59411.68944,65198.19,-51.41,6576.207079,15122.85298,26864.2464,-7.91,60231.5051,232584.2,59065,67099.12,87.48,6736,17260,27400,54936.6,321.65,273.35,48.3,761.171,346.68944,-1900.93,-138.89,-159.792921,-2137.14702,-535.7536,5294.9051,48.3,287.5
2025,4,16,0,224604.038,58587.30463,65410.11,-51.87,6565.917415,15043.68375,26800.168,-12.5,52261.22421,226121.42,57934,70952.87,87.48,6558,17260,27400,45929.07,313.55,195.5,118.05,-1517.382,653.30463,-5542.76,-139.35,7.917415,-2216.31625,-599.832,6332.15421,118.05,209.43
2025,4,16,1,219705.098,56544.28164,64039.68,-52,6572.326,15097.09573,26806.3132,-1910.44,52607.84143,221243.07,55967,70568.11,87.48,6558,17260,27400,43402.48,334.06,281.43,52.63,-1537.972,577.28164,-6528.43,-139.48,14.326,-2162.90427,-593.6868,9205.36143,52.63,272.88
2025,4,16,2,215503.719,55667.5513,63706.09,-51.88,6579.539125,15093.4496,26901.1429,-2162.02,49769.84608,217155.2,55991,69972.57,87.48,6558,17260,27400,39886.15,350.17,248.98,101.19,-1651.481,-323.4487,-6266.48,-139.36,21.539125,-2166.5504,-498.8571,9883.69608,101.19,224.28
2025,4,16,3,214097.707,55123.77006,65283.4,-52.13,6575.62324,15003.52355,26866.9715,-1349.78,46646.32865,215404.55,55923,69602.45,87.48,6558,17260,27400,38573.62,343.88,228.6,115.28,-1306.843,-799.22994,-4319.05,-139.61,17.62324,-2256.47645,-533.0285,8072.70865,115.28,220.67
2025,4,16,4,217145.256,55463.1698,64960.33,-51.8,6581.27355,14876.0692,26933.5,124.23,48258.48345,219104.77,56071,69429.53,87.48,6558,17260,27400,42298.76,325.27,230.83,94.44,-1959.514,-607.8302,-4469.2,-139.28,23.27355,-2383.9308,-466.5,5959.72345,94.44,218.04
2025,4,16,5,230942.116,58215.7195,63929.43,638.21,6572.57106,14733.90895,26995.6239,1972.09,57884.56259,232563.26,59415,69053.27,655.68,6558,17260,27400,52221.31,377.92,319.68,58.24,-1621.144,-1199.2805,-5123.84,-17.47,14.57106,-2526.09105,-404.3761,5663.25259,58.24,284.08
